"District","FIPS","Year","Variable","Measure Type","Value"
"West Hartford School District","900382590","2012-2013","Chronically Absent Students","Percent","6.0"
"West Hartford School District","900382590","2013-2014","Chronically Absent Students","Percent","5.1"
"West Hartford School District","900382590","2014-2015","Chronically Absent Students","Percent","5.3"
"West Hartford School District","900382590","2015-2016","Chronically Absent Students","Percent","5.3"
"West Hartford School District","900382590","2016-2017","Chronically Absent Students","Percent","6.2"
"West Haven School District","900982870","2011-2012","Chronically Absent Students","Percent","14.4"
"West Haven School District","900982870","2012-2013","Chronically Absent Students","Percent","16.6"
"West Haven School District","900982870","2013-2014","Chronically Absent Students","Percent","14.8"
"West Haven School District","900982870","2014-2015","Chronically Absent Students","Percent","16.3"
"West Haven School District","900982870","2015-2016","Chronically Absent Students","Percent","11.4"
"West Haven School District","900982870","2016-2017","Chronically Absent Students","Percent","11.4"
"Weston School District","900183430","2011-2012","Chronically Absent Students","Percent","11.1"
"Weston School District","900183430","2012-2013","Chronically Absent Students","Percent","7.8"
"Weston School District","900183430","2013-2014","Chronically Absent Students","Percent","5.5"
"Weston School District","900183430","2014-2015","Chronically Absent Students","Percent","5.9"
"Weston School District","900183430","2015-2016","Chronically Absent Students","Percent","4.1"
"Weston School District","900183430","2016-2017","Chronically Absent Students","Percent","4.6"
"Westport School District","900183500","2011-2012","Chronically Absent Students","Percent","2.0"
"Westport School District","900183500","2012-2013","Chronically Absent Students","Percent","2.5"
"Westport School District","900183500","2013-2014","Chronically Absent Students","Percent","2.8"
"Westport School District","900183500","2014-2015","Chronically Absent Students","Percent","1.8"
"Westport School District","900183500","2015-2016","Chronically Absent Students","Percent","2.5"
"Westport School District","900183500","2016-2017","Chronically Absent Students","Percent","2.7"
"Wethersfield School District","900384900","2011-2012","Chronically Absent Students","Percent","4.8"
"Wethersfield School District","900384900","2012-2013","Chronically Absent Students","Percent","9.4"
"Wethersfield School District","900384900","2013-2014","Chronically Absent Students","Percent","4.4"
"Wethersfield School District","900384900","2014-2015","Chronically Absent Students","Percent","4.0"
"Wethersfield School District","900384900","2015-2016","Chronically Absent Students","Percent","3.8"
"Wethersfield School District","900384900","2016-2017","Chronically Absent Students","Percent","3.5"
"Willington School District","","2011-2012","Chronically Absent Students","Percent","4.7"
"Willington School District","","2012-2013","Chronically Absent Students","Percent","5.2"
"Willington School District","","2013-2014","Chronically Absent Students","Percent","4.3"
"Willington School District","","2014-2015","Chronically Absent Students","Percent","7.1"
"Willington School District","","2015-2016","Chronically Absent Students","Percent","4.3"
"Willington School District","","2016-2017","Chronically Absent Students","Percent","6.7"
"Wilton School District","900186370","2011-2012","Chronically Absent Students","Percent","15.5"
"Wilton School District","900186370","2012-2013","Chronically Absent Students","Percent","16.8"
"Wilton School District","900186370","2013-2014","Chronically Absent Students","Percent","13.5"
"Wilton School District","900186370","2014-2015","Chronically Absent Students","Percent","4.2"
"Wilton School District","900186370","2015-2016","Chronically Absent Students","Percent","4.5"
"Wilton School District","900186370","2016-2017","Chronically Absent Students","Percent","9.5"
"Winchester School District","900586440","2011-2012","Chronically Absent Students","Percent","10.9"
"Winchester School District","900586440","2012-2013","Chronically Absent Students","Percent","6.5"
"Winchester School District","900586440","2013-2014","Chronically Absent Students","Percent","8.8"
"Winchester School District","900586440","2014-2015","Chronically Absent Students","Percent","6.8"
"Winchester School District","900586440","2015-2016","Chronically Absent Students","Percent","7.4"
"Winchester School District","900586440","2016-2017","Chronically Absent Students","Percent","8.0"
"Windham School District","901586790","2011-2012","Chronically Absent Students","Percent","18.3"
"Windham School District","901586790","2012-2013","Chronically Absent Students","Percent","18.7"
"Windham School District","901586790","2013-2014","Chronically Absent Students","Percent","17.7"
"Windham School District","901586790","2014-2015","Chronically Absent Students","Percent","15.3"
"Windham School District","901586790","2015-2016","Chronically Absent Students","Percent","16.1"
"Windham School District","901586790","2016-2017","Chronically Absent Students","Percent","13.7"
"Windsor Locks School District","900387070","2011-2012","Chronically Absent Students","Percent","11.2"
"Windsor Locks School District","900387070","2012-2013","Chronically Absent Students","Percent","10.4"
"Windsor Locks School District","900387070","2013-2014","Chronically Absent Students","Percent","10.1"
"Windsor Locks School District","900387070","2014-2015","Chronically Absent Students","Percent","13.3"
"Windsor Locks School District","900387070","2015-2016","Chronically Absent Students","Percent","12.2"
"Windsor Locks School District","900387070","2016-2017","Chronically Absent Students","Percent","10.4"
"Windsor School District","900387000","2011-2012","Chronically Absent Students","Percent","7.9"
"Windsor School District","900387000","2012-2013","Chronically Absent Students","Percent","8.8"
"Windsor School District","900387000","2013-2014","Chronically Absent Students","Percent","10.8"
"Windsor School District","900387000","2014-2015","Chronically Absent Students","Percent","7.9"
"Windsor School District","900387000","2015-2016","Chronically Absent Students","Percent","8.7"
"Windsor School District","900387000","2016-2017","Chronically Absent Students","Percent","9.7"
"Wolcott School District","900987560","2011-2012","Chronically Absent Students","Percent","3.5"
"Wolcott School District","900987560","2012-2013","Chronically Absent Students","Percent","3.2"
"Wolcott School District","900987560","2013-2014","Chronically Absent Students","Percent","3.5"
"Wolcott School District","900987560","2014-2015","Chronically Absent Students","Percent","3.9"
"Wolcott School District","900987560","2015-2016","Chronically Absent Students","Percent","3.2"
"Wolcott School District","900987560","2016-2017","Chronically Absent Students","Percent","3.7"
"Woodbridge School District","","2011-2012","Chronically Absent Students","Percent","3.8"
"Woodbridge School District","","2012-2013","Chronically Absent Students","Percent","5.2"
"Woodbridge School District","","2013-2014","Chronically Absent Students","Percent","6.4"
"Woodbridge School District","","2014-2015","Chronically Absent Students","Percent","5.0"
"Woodbridge School District","","2015-2016","Chronically Absent Students","Percent","4.6"
"Woodbridge School District","","2016-2017","Chronically Absent Students","Percent","3.2"
"Woodstock Academy District","","2011-2012","Chronically Absent Students","Percent","6.0"
"Woodstock Academy District","","2012-2013","Chronically Absent Students","Percent","6.2"
"Woodstock Academy District","","2013-2014","Chronically Absent Students","Percent","6.4"
"Woodstock Academy District","","2014-2015","Chronically Absent Students","Percent","7.9"
"Woodstock Academy District","","2015-2016","Chronically Absent Students","Percent","6.3"
"Woodstock Academy District","","2016-2017","Chronically Absent Students","Percent","6.7"
"Woodstock School District","","2011-2012","Chronically Absent Students","Percent","4.9"
"Woodstock School District","","2012-2013","Chronically Absent Students","Percent","5.0"
"Woodstock School District","","2013-2014","Chronically Absent Students","Percent","4.6"
"Woodstock School District","","2014-2015","Chronically Absent Students","Percent","5.7"
"Woodstock School District","","2015-2016","Chronically Absent Students","Percent","2.2"
"Woodstock School District","","2016-2017","Chronically Absent Students","Percent","4.9"
